SAS_No,Parti No,Malzeme Kodu,Teslimat Miktarı
SAS-5581743944,2604270828,120579484,2
SAS-5581743944,2604280003,120579484,2
SAS-5581743944,2604280021,120579484,2
SAS-5581743944,2604280020,120579484,2
SAS-5581743944,2604280019,120579484,2
SAS-5581743944,2604280018,120579484,2
SAS-5581743944,2604280028,120579484,2
SAS-5581743944,2604280029,120579484,2
SAS-5581743944,2604280030,120579484,2
SAS-5581743944,2604280031,120579484,2
SAS-5581743944,2604280032,120579484,2
SAS-5581743944,2604280064,120579484,1
SAS-5581743944,2604280057,120579484,2
SAS-5581743944,2604280055,120579484,2
SAS-5581743944,2604281317,120579483,2
SAS-5581743944,2604281319,120579483,2
SAS-5581743944,2604281341,120579483,2
SAS-5581743944,2604281342,120579483,2
SAS-5581743944,2604281344,120579483,2
SAS-5581743944,2604281470,120579482,2
SAS-5581743944,2604281467,120579482,2
SAS-5581743944,2604281461,120579482,2
SAS-5581743944,2604281452,120579483,2
SAS-5581743944,2604281446,120579483,2
SAS-5581743944,2604280122,120579484,2
SAS-5581743944,2604280118,120579484,2
SAS-5581743944,2604280117,120579484,2
SAS-5581743944,2604280136,120579484,2
SAS-5581743944,2604280139,120579484,2
SAS-5581743944,2604271929,121019364,90
SAS-5581743944,2604271931,121019364,90
SAS-5581743944,2604251729,120006667,140
SAS-5581743944,2604272412,121019364,113
SAS-5581743944,2604271926,121019364,90
SAS-5581743944,2604272413,121019364,113
SAS-5581743944,2604272414,121019364,113
SAS-5581743944,2604271924,121019364,90
SAS-5581743944,2604272415,121019364,113
SAS-5581743944,2604271928,121019364,90
SAS-5581743944,2604272416,121019364,113
SAS-5581743944,2604272417,121019364,113
SAS-5581743944,2604272422,121019364,113
SAS-5581743944,2604272419,121019364,113
SAS-5581743944,2604272405,121019364,113
SAS-5581743944,2604272406,121019364,113
SAS-5581743944,2604281435,120579483,2
SAS-5581743944,2604281433,120579483,2
SAS-5581743944,2604281407,120579483,2
SAS-5581743944,2604281402,120579483,2
SAS-5581743944,2604281399,120579483,2
SAS-5581743944,2604280108,120579486,1
SAS-5581743944,2604280107,120579486,1
SAS-5581743944,2604280116,120579486,1
SAS-5581743944,2604280121,120579484,2
SAS-5581743944,2604280120,120579484,2
SAS-5581743944,2604280119,120579484,2
SAS-5581743944,2604271014,120579485,1
SAS-5581743944,2604271013,120579485,1
SAS-5581743944,2604271012,120579485,1
SAS-5581743944,2604271011,120579485,1
SAS-5581743944,2604271034,120579485,1
SAS-5581743944,2604271033,120579485,1
SAS-5581743944,2604271032,120579485,1
SAS-5581743944,2604271031,120579485,1
SAS-5581743944,2604270975,120579485,1
SAS-5581743944,2604270977,120579485,1
SAS-5581743944,2604270978,120579485,1
SAS-5581743944,2604270980,120579485,1
SAS-5581743944,2604270982,120579485,1
SAS-5581743944,2604271007,120579485,1
SAS-5581743944,2604271009,120579485,1
SAS-5581743944,2604270981,120579485,1
SAS-5581743944,2604280156,120579484,2
SAS-5581743944,2604280154,120579484,2
SAS-5581743944,2604280114,120579484,2
SAS-5581743944,2604280106,120579484,2
SAS-5581743944,2604280041,120579484,2
SAS-5581743944,2604280042,120579484,2
SAS-5581743944,2604280043,120579484,2
SAS-5581743944,2604280095,120579484,2
SAS-5581743944,2604280084,120579484,2
SAS-5581743944,2604280083,120579484,2
SAS-5581743944,2604280077,120579485,1
SAS-5581743944,2604280076,120579485,2
SAS-5581743944,2604280073,120579485,2
SAS-5581743944,2604280157,120579484,1
SAS-5581743944,2604280059,120579485,2
SAS-5581743944,2604280060,120579485,2
SAS-5581743944,2604280061,120579485,2
SAS-5581743944,2604280062,120579485,2
SAS-5581743944,2604280063,120579485,2
SAS-5581743944,2604281422,120579483,2
SAS-5581743944,2604281406,120579483,2
SAS-5581743944,2604281403,120579483,2
SAS-5581743944,2604281401,120579483,2
SAS-5581743944,2604281386,120579483,2
SAS-5581743944,2604281369,120579483,2
SAS-5581743944,2604281363,120579483,2
SAS-5581743944,2604281359,120579483,2
SAS-5581743944,2604281348,120579483,2
SAS-5581743944,2604281349,120579483,2
SAS-5581743944,2604281391,120579483,2
SAS-5581743944,2604281376,120579483,2
SAS-5581743944,2604281374,120579483,2
SAS-5581743944,2604281364,120579483,2
SAS-5581743944,2604281362,120579483,2
SAS-5581743944,2604281455,120579483,1
SAS-5581743944,2604281550,120579481,2
SAS-5581743944,2604281668,120579482,2
SAS-5581743944,2604281669,120579482,2
SAS-5581743944,2604280634,120579483,2
SAS-5581743944,2604280637,120579483,2
SAS-5581743944,2604280638,120579483,2
SAS-5581743944,2604280639,120579483,2
SAS-5581743944,2604280641,120579483,1
SAS-5581743944,2604280640,120579483,1
SAS-5581743944,2604280614,120579483,2
SAS-5581743944,2604280613,120579483,2
SAS-5581743944,2604280612,120579483,2
SAS-5581743944,2604280611,120579483,2
SAS-5581743944,2604280610,120579483,2
SAS-5581743944,2604280628,120579483,2
SAS-5581743944,2604280627,120579483,2
SAS-5581743944,2604280626,120579483,2
SAS-5581743944,2604280624,120579483,2
SAS-5581743944,2604280623,120579483,2
SAS-5581743944,2604281565,120579482,2
SAS-5581743944,2604281569,120579482,2
SAS-5581743944,2604281571,120579482,2
SAS-5581743944,2604281574,120579482,2
SAS-5581743944,2604281584,120579482,2
SAS-5581743944,2604281585,120579482,2
SAS-5581743944,2604281697,120579482,2
SAS-5581743944,2604281699,120579482,2
SAS-5581743944,2604281705,120579482,2
SAS-5581743944,2604281710,120579482,2
SAS-5581743944,2604281711,120579482,2
SAS-5581743944,2604270535,120239749,111
SAS-5581743944,2604270538,120239749,111
SAS-5581743944,2604282769,120579481,2
SAS-5581743944,2604282770,120579481,2
SAS-5581743944,2604282771,120579481,1
SAS-5581743944,2604282692,120579484,2
SAS-5581743944,2604282695,120579484,2
SAS-5581743944,2604282697,120579484,2
SAS-5581743944,2604282698,120579484,2
SAS-5581743944,2604282681,120579484,2
SAS-5581743944,2604282682,120579484,2
SAS-5581743944,2604282713,120579484,2
SAS-5581743944,2604282708,120579484,2
SAS-5581743944,2604282726,120579484,2
SAS-5581743944,2604282709,120579484,2
SAS-5581743944,2604282710,120579484,2
SAS-5581743944,2604282711,120579484,2
SAS-5581743944,2604282712,120579484,2
SAS-5581743944,2604282727,120579484,2
SAS-5581743944,2604282639,120579484,2
SAS-5581743944,2604282660,120579484,2
SAS-5581743944,2604282661,120579484,2
SAS-5581743944,2604282668,120579484,2
SAS-5581743944,2604282669,120579484,2
SAS-5581743944,2604282686,120579484,2
SAS-5581743944,2604282687,120579484,2
SAS-5581743944,2604282688,120579484,2
SAS-5581743944,2604282689,120579484,2
SAS-5581743944,2604282690,120579484,2
SAS-5581743944,2604282691,120579484,2
SAS-5581743944,2604280109,120579486,1
SAS-5581743944,2604281652,120579482,2
SAS-5581743944,2604281653,120579482,2
SAS-5581743944,2604281381,120579483,2
SAS-5581743944,2604281632,120579482,2
SAS-5581743944,2604281591,120579482,2
SAS-5581743944,2604281594,120579482,2
SAS-5581743944,2604281607,120579482,2
SAS-5581743944,2604281625,120579482,2
SAS-5581743944,2604281627,120579482,2
SAS-5581743944,2604281498,120579482,2
SAS-5581743944,2604281501,120579482,2
SAS-5581743944,2604281502,120579482,2
SAS-5581743944,2604281504,120579482,2
SAS-5581743944,2604281510,120579482,1
SAS-5581743944,2604281746,120579482,2
SAS-5581743944,2604281779,120579482,2
SAS-5581743944,2604281780,120579482,2
SAS-5581743944,2604281782,120579482,2
SAS-5581743944,2604281791,120579482,2
SAS-5581743944,2604271444,120579485,2
SAS-5581743944,2604271446,120579485,2
SAS-5581743944,2604280006,120579484,2
SAS-5581743944,2604280005,120579484,2
SAS-5581743944,2604280004,120579484,2
SAS-5581743944,2604281522,120579481,2
SAS-5581743944,2604281531,120579481,2
SAS-5581743944,2604281551,120579481,2
SAS-5581743944,2604281552,120579481,1
SAS-5581743944,2604281525,120579481,2
SAS-5581743944,2604281540,120579481,2
SAS-5581743944,2604281553,120579481,2
SAS-5581743944,2604281560,120579481,2
SAS-5581743944,2604281547,120579481,2
SAS-5581743944,2604270537,120239749,111
SAS-5581743944,2604270536,120239749,111
SAS-5581743944,2604270518,120210363,106
SAS-5581743944,2604270462,120551942,114
SAS-5581743944,2604270520,120210363,106
SAS-5581743944,2604270519,120210363,106
SAS-5581743944,2604270546,120560335,111
SAS-5581743944,2604270510,120576989,110
SAS-5581743944,2604270549,120509334,111
SAS-5581743944,2604270550,120509334,111
SAS-5581743944,2604270547,120560335,111
SAS-5581743944,2604270460,120551942,114
SAS-5581743944,2604270459,120551942,114
SAS-5581743944,2604281682,120579482,2
SAS-5581743944,2604281717,120579482,2
SAS-5581743944,2604281722,120579482,2
SAS-5581743944,2604281725,120579482,2
SAS-5581743944,2604281729,120579482,2
SAS-5581743944,2604281730,120579482,2
SAS-5581743944,2604281726,120579482,2
SAS-5581743944,2604281685,120579482,2
SAS-5581743944,2604281712,120579482,2
SAS-5581743944,2604281715,120579482,2
SAS-5581743944,2604281713,120579482,2
SAS-5581743944,2604281795,120579482,2
SAS-5581743944,2604281798,120579482,2
SAS-5581743944,2604281822,120579482,2
SAS-5581743944,2604281826,120579482,2
SAS-5581743944,2604281372,120579483,2
SAS-5581743944,2604281371,120579483,2
SAS-5581743944,2604281377,120579483,2
SAS-5581743944,2604270926,120579486,1
SAS-5581743944,2604271371,120579485,2
SAS-5581743944,2604271380,120579485,2
SAS-5581743944,2604271391,120579485,2
SAS-5581743944,2604271389,120579485,2
SAS-5581743944,2604271390,120579485,2
SAS-5581743944,2604271388,120579485,2
SAS-5581743944,2604271399,120579485,2
SAS-5581743944,2604271419,120579485,2
SAS-5581743944,2604271422,120579485,2
SAS-5581743944,2604271423,120579485,2
SAS-5581743944,2604271432,120579485,1
SAS-5581743944,2604271431,120579485,1
SAS-5581743944,2604271451,120579486,1
SAS-5581743944,2604271448,120579486,1
SAS-5581743944,2604271450,120579486,1
SAS-5581743944,2604271449,120579486,1
SAS-5581743944,2604271466,120579484,2
SAS-5581743944,2604271468,120579484,2
SAS-5581743944,2604271402,120579485,1
SAS-5581743944,2604271403,120579485,1
SAS-5581743944,2604271407,120579485,1
SAS-5581743944,2604271406,120579485,1
SAS-5581743944,2604271404,120579485,1
SAS-5581743944,2604271405,120579485,1
SAS-5581743944,2604271427,120579485,1
SAS-5581743944,2604271429,120579485,1
SAS-5581743944,2604271430,120579485,1
SAS-5581743944,2604271433,120579485,1
SAS-5581743944,2604280617,120579481,2
SAS-5581743944,2604280616,120579481,2
SAS-5581743944,2604280618,120579481,1
SAS-5581743944,2604280595,120579483,2
SAS-5581743944,2604280608,120579483,2
SAS-5581743944,2604280609,120579483,1
SAS-5581743944,2604270927,120579486,1
SAS-5581743944,2604270928,120579486,1
SAS-5581743944,2604270953,120579486,1
SAS-5581743944,2604270952,120579486,1
SAS-5581743944,2604270951,120579486,1
SAS-5581743944,2604270950,120579486,1
SAS-5581743944,2604270935,120579485,1
SAS-5581743944,2604270945,120579485,1
SAS-5581743944,2604270875,120579484,2
SAS-5581743944,2604270874,120579484,2
SAS-5581743944,2604270885,120579484,2
SAS-5581743944,2604270876,120579484,2
SAS-5581743944,2604270936,120579485,1
SAS-5581743944,2604270974,120579485,1
SAS-5581743944,2604270940,120579485,1
SAS-5581743944,2604270939,120579485,1
SAS-5581743944,2604270938,120579485,1
SAS-5581743944,2604271360,120579485,2
SAS-5581743944,2604271362,120579485,2
SAS-5581743944,2604271359,120579485,2
SAS-5581743944,2604271141,120579485,2
SAS-5581743944,2604271139,120579485,2
SAS-5581743944,2604271138,120579485,2
SAS-5581743944,2604271137,120579485,2
SAS-5581743944,2604271357,120579485,2
SAS-5581743944,2604271356,120579485,2
SAS-5581743944,2604270937,120579485,1
SAS-5581743944,2604270941,120579485,1
SAS-5581743944,2604270942,120579485,1
SAS-5581743944,2604270944,120579485,1
SAS-5581743944,2604271354,120579485,2
SAS-5581743944,2604271349,120579485,2
SAS-5581743944,2604270943,120579485,1
SAS-5581743944,2604271351,120579485,2
SAS-5581743944,2604291063,120579481,2
SAS-5581743944,2604291062,120579481,2
SAS-5581743944,2604291061,120579481,2
SAS-5581743944,2604291060,120579481,2
SAS-5581743944,2604291065,120579481,2
SAS-5581743944,2604291064,120579481,2
SAS-5581743944,2604290835,120579482,2
SAS-5581743944,2604290836,120579482,2
SAS-5581743944,2604291056,120579481,2
SAS-5581743944,2604291057,120579481,2
SAS-5581743944,2604291055,120579481,2
SAS-5581743944,2604291051,120579481,2
SAS-5581743944,2604291045,120579481,2
SAS-5581743944,2604291049,120579481,2
SAS-5581743944,2604290760,120507296,36
SAS-5581743944,2604291015,120507296,36
SAS-5581743944,2604290873,120507296,36
SAS-5581743944,2604290831,120579482,2
SAS-5581743944,2604290830,120579482,2
SAS-5581743944,2604290843,120579482,2
SAS-5581743944,2604291073,120579481,2
SAS-5581743944,2604291067,120579481,2
SAS-5581743944,2604290922,120579481,2
SAS-5581743944,2604290920,120579481,2
SAS-5581743944,2604291053,120579481,1
SAS-5581743944,2604290921,120579481,2
SAS-5581743944,2604291076,120579481,1
SAS-5581743944,2604290919,120579481,2
SAS-5581743944,2604290918,120579481,2
SAS-5581743944,2604290299,120579481,2
SAS-5581743944,2604290296,120579481,2
SAS-5581743944,2604291074,120579481,2
SAS-5581743944,2604291075,120579481,2
SAS-5581743944,2604290842,120579482,2
SAS-5581743944,2604290426,120577755,2
SAS-5581743944,2604290427,120577755,2
SAS-5581743944,2604290429,120577755,2
SAS-5581743944,2604290441,120577755,2
SAS-5581743944,2604290552,120577755,2
SAS-5581743944,2604290554,120577757,2
SAS-5581743944,2604290555,120577757,2
SAS-5581743944,2604290558,120577757,2
SAS-5581743944,2604290565,120577758,1
SAS-5581743944,2604251694,120006667,140
SAS-5581743944,2604251693,120006667,140
SAS-5581743944,2604290644,120577754,2
SAS-5581743944,2604290643,120577754,2
SAS-5581743944,2604290647,120577754,2
SAS-5581743944,2604290653,120577757,2
SAS-5581743944,2604290654,120577757,2
SAS-5581743944,2604290874,120507296,36
SAS-5581743944,2604290855,120507296,36
SAS-5581743944,2604290857,120507296,36
SAS-5581743944,2604291022,120507296,36
SAS-5581743944,2604290852,120507296,36
SAS-5581743944,2604291017,120507296,36
SAS-5581743944,2604290851,120507296,36
SAS-5581743944,2604271936,121019364,90
SAS-5581743944,2604271932,121019364,90
SAS-5581743944,2604271935,121019364,90
SAS-5581743944,2604271933,121019364,90
SAS-5581743944,2604291180,120507296,36
SAS-5581743944,2604291193,120507296,36
SAS-5581743944,2604290856,120507296,36
SAS-5581743944,2604290848,120507296,36
SAS-5581743944,2604290846,120507296,36
SAS-5581743944,2604291020,120507296,36
SAS-5581743944,2604290845,120507296,36
SAS-5581743944,2604282685,121021071,113
SAS-5581743944,2604282657,121021012,114
SAS-5581743944,2604282665,121021119,114
SAS-5581743944,2604270464,120551942,114
SAS-5581743944,2604282694,121021012,113
SAS-5581743944,2604282678,121021119,114
SAS-5581743944,2604282672,121021119,113
SAS-5581743944,2604282675,121021119,114
SAS-5581743944,2604282680,121021119,114
SAS-5581743944,2604290766,120507296,36
SAS-5581743944,2604290854,120507296,36
SAS-5581743944,2604290764,120507296,36
SAS-5581743944,2604290761,120507296,36
SAS-5581743944,2604290870,120507296,36
SAS-5581743944,2604290724,120507296,30
SAS-5581743944,2604290722,120507296,30
SAS-5581743944,2604290871,120507296,36
SAS-5581743944,2604290725,120507296,36
SAS-5581743944,2604290719,120507296,30
SAS-5581743944,2604291025,120507296,36
SAS-5581743944,2604291024,120507296,36
SAS-5581743944,2604291026,120507296,36
SAS-5581743944,2604291027,120507296,36
SAS-5581743944,2604291029,120507296,36
SAS-5581743944,2604291030,120507296,36
SAS-5581743944,2604291032,120507296,36
SAS-5581743944,2604291194,120507296,20
SAS-5581743944,2604291023,120507296,36
SAS-5581743944,2604290872,120507296,36
SAS-5581743944,2604290756,120507296,36
SAS-5581743944,2604290757,120507296,36
SAS-5581743944,2604290847,120507296,36
SAS-5581743944,2604291191,120507296,36
SAS-5581743944,2604291179,120507296,36
SAS-5581743944,2604290840,120579482,2
SAS-5581743944,2604291066,120579481,2
SAS-5581743944,2604291072,120579481,2
SAS-5581743944,2604290839,120579482,2
SAS-5581743944,2604290838,120579482,2
SAS-5581743944,2604290833,120579482,3
SAS-5581743944,2604282610,121021013,112
SAS-5581743944,2604282618,121021013,114
SAS-5581743944,2604282613,121021013,113
SAS-5581743944,2604270328,120577931,108
SAS-5581743944,2604270269,120575364,107
SAS-5581743944,2604270325,120577931,108
SAS-5581743944,2604270327,120577931,108
SAS-5581743944,2604270326,120577931,108
SAS-5581743944,2604270340,120575364,105
SAS-5581743944,2604270252,120577932,105
SAS-5581743944,2604270270,120575364,107
SAS-5581743944,2604270271,120575364,107
SAS-5581743944,2604270289,120577696,108
SAS-5581743944,2604270526,120560740,108
SAS-5581743944,2604270246,120577929,105
SAS-5581743944,2604270272,120575364,107
SAS-5581743944,2604270253,120577932,105
SAS-5581743944,2604270237,120578471,106
SAS-5581743944,2604282632,121021012,114
SAS-5581743944,2604282620,121021012,114
SAS-5581743944,2604282626,121021012,114
SAS-5581743944,2604282630,121021012,114
SAS-5581743944,2604282637,121021012,114
SAS-5581743944,2604282644,121021012,114
SAS-5581743944,2604282653,121021012,114
SAS-5581743944,2604282701,121021071,113
SAS-5581743944,2604270461,120551942,114
SAS-5581743944,2604282670,121021119,114
SAS-5581743944,2604290381,120579484,2
SAS-5581743944,2604240365,120579482,2
SAS-5581743944,2604240366,120579482,2
SAS-5581743944,2604222571,120579485,1
SAS-5581743944,2604222573,120579482,2
SAS-5581743944,2604222574,120579482,1
SAS-5581743944,2604212976,120579481,2
SAS-5581743944,2604212984,120579481,2
SAS-5581743944,2604212987,120579481,2
SAS-5581743944,2604212980,120579481,2
SAS-5581743944,2604212990,120579481,2
SAS-5581743944,2604212991,120579481,2
SAS-5581743944,2604160533,120562029,5
SAS-5581743944,2604290586,120577758,1
SAS-5581743944,2604290559,120577757,2
SAS-5581743944,2604290563,120577758,1
SAS-5581743944,2604290562,120577758,1
SAS-5581743944,2604290561,120577758,1
SAS-5581743944,2604290560,120577758,1
SAS-5581743944,2604290577,120577758,1
SAS-5581743944,2604290578,120577758,1
SAS-5581743944,2604290648,120577754,1
SAS-5581743944,2604290606,120577755,2
SAS-5581743944,2604290587,120577758,1
SAS-5581743944,2604290593,120577758,1
SAS-5581743944,2604290594,120577758,1
SAS-5581743944,2604290600,120577758,1
SAS-5581743944,2604290603,120577755,2
SAS-5581743944,2604290605,120577755,2
SAS-5581743944,2604290655,120577757,2
SAS-5581743944,2604290663,120577756,2
SAS-5581743944,2604290662,120577756,2
SAS-5581743944,2604290661,120577756,2
SAS-5581743944,2604290660,120577756,2
SAS-5581743944,2604281800,120579482,2
SAS-5581743944,2604290997,120579481,2
SAS-5581743944,2604291043,120579481,2
SAS-5581743944,2604290834,120579482,2
SAS-5581743944,2604290810,120579482,2
SAS-5581743944,2604290815,120579482,2
SAS-5581743944,2604290816,120579482,2
SAS-5581743944,2604290817,120579482,2
SAS-5581743944,2604290832,120579482,2
SAS-5581743944,2604281681,120579482,2
SAS-5581743944,2604281665,120579482,2
SAS-5581743944,2604281660,120579482,2
SAS-5581743944,2604281655,120579482,2
SAS-5581743944,2604281651,120579482,2
SAS-5581743944,2604290802,120579482,2
SAS-5581743944,2604290793,120579482,2
SAS-5581743944,2604290788,120579482,2
SAS-5581743944,2604290786,120579482,2
SAS-5581743944,2604290787,120579482,2
SAS-5581743944,2604290807,120579482,2
SAS-5581743944,2604282638,120579484,2
SAS-5581743944,2604282636,120579484,2
SAS-5581743944,2604282635,120579484,2
SAS-5581743944,2604282634,120579484,2
SAS-5581743944,2604282633,120579484,2
SAS-5581743944,2604290355,120579484,2
SAS-5581743944,2604290356,120579484,2
SAS-5581743944,2604290365,120579484,2
SAS-5581743944,2604290374,120579484,2
SAS-5581743944,2604290375,120579484,2
SAS-5581743944,2604290789,120577756,2
SAS-5581743944,2604290790,120577756,2
SAS-5581743944,2604290850,120577756,2
SAS-5581743944,2604290858,120577756,2
SAS-5581743944,2604290862,120577756,2
SAS-5581743944,2604290863,120577756,2
SAS-5581743944,2604290867,120577756,2
SAS-5581743944,2604290430,120577755,2
SAS-5581743944,2604290438,120577755,2
SAS-5581743944,2604290436,120577755,2
SAS-5581743944,2604290440,120577755,2
SAS-5581743944,2604290444,120577755,2
SAS-5581743944,2604290415,120577755,2
SAS-5581743944,2604290414,120577755,2
SAS-5581743944,2604290417,120577755,2
SAS-5581743944,2604290418,120577755,2
SAS-5581743944,2604290445,120577755,2
SAS-5581743944,2604290450,120577755,2
SAS-5581743944,2604290460,120577755,2
SAS-5581743944,2604290462,120577755,2
SAS-5581743944,2604290464,120577755,2
SAS-5581743944,2604290466,120577755,2
SAS-5581743944,2604290467,120577755,2
SAS-5581743944,2604290469,120577755,2
SAS-5581743944,2604290517,120577755,2
SAS-5581743944,2604290521,120577755,2
SAS-5581743944,2604290518,120577755,2
SAS-5581743944,2604290544,120577755,2
SAS-5581743944,2604290535,120577755,2
SAS-5581743944,2604290534,120577755,2
SAS-5581743944,2604290525,120577755,2
SAS-5581743944,2604290522,120577755,2
SAS-5581743944,2604290425,120577755,2
SAS-5581743944,2604290688,120577757,2
SAS-5581743944,2604290685,120577757,2
SAS-5581743944,2604290684,120577757,2
SAS-5581743944,2604290686,120577757,2
SAS-5581743944,2604290668,120577757,2
SAS-5581743944,2604290669,120577757,2
SAS-5581743944,2604290667,120577757,2
SAS-5581743944,2604290681,120577757,2
SAS-5581743944,2604290792,120577756,2
SAS-5581743944,2604290696,120577757,2
SAS-5581743944,2604290745,120577756,2
SAS-5581743944,2604290718,120577756,2
SAS-5581743944,2604290720,120577756,2
SAS-5581743944,2604290768,120577756,2
SAS-5581743944,2604290743,120577756,2
SAS-5581743944,2604290746,120577756,2
SAS-5581743944,2604290747,120577756,2
SAS-5581743944,2604290767,120577756,2
SAS-5581743944,2604290769,120577756,2
SAS-5581743944,2604291000,120577756,2
SAS-5581743944,2604291004,120577756,2
SAS-5581743944,2604291006,120577756,2
SAS-5581743944,2604291016,120577756,2
SAS-5581743944,2604290804,120577756,2
SAS-5581743944,2604290806,120577756,2
SAS-5581743944,2604290809,120577756,2
SAS-5581743944,2604290811,120577756,2
SAS-5581743944,2604290801,120577756,2
SAS-5581743944,2604290797,120577756,2
SAS-5581743944,2604290774,120577756,2
SAS-5581743944,2604290785,120577756,2
SAS-5581743944,2604291190,120507296,36
SAS-5581743944,2604291112,120507296,36
SAS-5581743944,2604291110,120507296,36
SAS-5581743944,2604291114,120507296,36
SAS-5581743944,2604291014,120507296,36
SAS-5581743944,2604291013,120507296,36
SAS-5581743944,2604291115,120507296,36
SAS-5581743944,2604291012,120507296,36
SAS-5581743944,2604291116,120507296,36
SAS-5581743944,2604291010,120507296,36
SAS-5581743944,2604291009,120507296,36
SAS-5581743944,2604291008,120507296,36
SAS-5581743944,2604291007,120507296,36
SAS-5581743944,2604290762,120507296,36
SAS-5581743944,2604290763,120507296,36
SAS-5581743944,2604291189,120507296,36
SAS-5581743944,2604291188,120507296,36
SAS-5581743944,2604291187,120507296,36
SAS-5581743944,2604291186,120507296,36
SAS-5581743944,2604291005,120507296,36
SAS-5581743944,2604291181,120507296,36
SAS-5581743944,2604291182,120507296,36
SAS-5581743944,2604291185,120507296,36
SAS-5581743944,2604291183,120507296,36
SAS-5581743944,2604301162,120577753,3
SAS-5581743944,2604301161,120577753,3
SAS-5581743944,2604301160,120577753,3
SAS-5581743944,2604301167,120577753,3
SAS-5581743944,2604301164,120577753,3
SAS-5581743944,2604301165,120577753,3
SAS-5581743944,2604301104,120577754,2
SAS-5581743944,2604300975,120577754,2
SAS-5581743944,2604300976,120577754,2
SAS-5581743944,2604300977,120577754,2
SAS-5581743944,2604300978,120577754,2
SAS-5581743944,2604301002,120577754,2
SAS-5581743944,2604301037,120577754,2
SAS-5581743944,2604301011,120577754,2
SAS-5581743944,2604301017,120577754,2
SAS-5581743944,2604301106,120577754,2
SAS-5581743944,2604301111,120577754,2
SAS-5581743944,2604301105,120577754,2
SAS-5581743944,2604301114,120577753,3
SAS-5581743944,2604301115,120577753,3
SAS-5581743944,2604301128,120577753,3
SAS-5581743944,2604301124,120577753,3
SAS-5581743944,2604301122,120577753,3
SAS-5581743944,2604301116,120577753,3
SAS-5581743944,2604301129,120577753,3
SAS-5581743944,2604301127,120577753,3
SAS-5581743944,2604301123,120577753,3
SAS-5581743944,2604301117,120577753,3
SAS-5581743944,2604301133,120577753,3
SAS-5581743944,2604290978,120577756,2
SAS-5581743944,2604290976,120577756,2
SAS-5581743944,2604293337,120577756,2
SAS-5581743944,2604293323,120577756,2
SAS-5581743944,2604293324,120577756,2
SAS-5581743944,2604293229,120577756,2
SAS-5581743944,2604293230,120577756,2
SAS-5581743944,2604293231,120577756,2
SAS-5581743944,2604293233,120577756,2
SAS-5581743944,2604293317,120577756,2
SAS-5581743944,2604293322,120577756,2
SAS-5581743944,2604293189,120577756,2
SAS-5581743944,2604293190,120577756,2
SAS-5581743944,2604293195,120577756,2
SAS-5581743944,2604293197,120577756,2
SAS-5581743944,2604290995,120577756,2
SAS-5581743944,2604290994,120577756,2
SAS-5581743944,2604290990,120577756,2
SAS-5581743944,2604291035,120577756,2
SAS-5581743944,2604291021,120577756,2
SAS-5581743944,2604291019,120577756,2
SAS-5581743944,2604291036,120577756,2
SAS-5581743944,2604301004,120577754,2
SAS-5581743944,2604301003,120577754,2
SAS-5581743944,2604301006,120577754,2
SAS-5581743944,2604301008,120577754,2
SAS-5581743944,2604301010,120577754,2
SAS-5581743944,2604300413,120577753,1
SAS-5581743944,2604300386,120577753,2
SAS-5581743944,2604300384,120577754,2
SAS-5581743944,2604301036,120577754,2
SAS-5581743944,2604301027,120577754,2
SAS-5581743944,2604300840,120577755,2
SAS-5581743944,2604300836,120577755,2
SAS-5581743944,2604300834,120577755,2
SAS-5581743944,2604300835,120577755,2
SAS-5581743944,2604300974,120577755,2
SAS-5581743944,2604300973,120577755,2
SAS-5581743944,2604301651,120201420,107
SAS-5581743944,2604301650,120201420,107
SAS-5581743944,2604301649,120201420,107
SAS-5581743944,2604301607,120201420,107
SAS-5581743944,2604301606,120201420,107
SAS-5581743944,2604301605,120201420,107
SAS-5581743944,2604301584,120552170,107
SAS-5581743944,2604301609,120201420,107
SAS-5581743944,2604301608,120201420,107
SAS-5581743944,2604301558,120251132,108
SAS-5581743944,2604301566,120251132,107
SAS-5581743944,2604301565,120251132,107
SAS-5581743944,2604301590,120552170,107
SAS-5581743944,2604301589,120552170,107
SAS-5581743944,2604301588,120552170,107
SAS-5581743944,2604301579,120207206,107
SAS-5581743944,2604301583,120206567,107
SAS-5581743944,2604301567,120251132,107
SAS-5581743944,2604301418,120543669,4
SAS-5581743944,2604301405,120543669,6
SAS-5581743944,2604301395,120543669,6
SAS-5581743944,2604301386,120543669,6
SAS-5581743944,2604301385,120543669,6
SAS-5581743944,2604300787,120579739,112
SAS-5581743944,2604300786,120550548,112
SAS-5581743944,2604290975,120577756,2
SAS-5581743944,2604290974,120577756,2
SAS-5581743944,2604290971,120577756,2
SAS-5581743944,2604290970,120577756,2
SAS-5581743944,2604290969,120577756,2
SAS-5581743944,2604290967,120577756,2
SAS-5581743944,2604300933,120577754,2
SAS-5581743944,2604300935,120577754,2
SAS-5581743944,2604300940,120577754,2
SAS-5581743944,2604300939,120577754,2
SAS-5581743944,2604300928,120577754,2
SAS-5581743944,2604300929,120577754,2
SAS-5581743944,2604300930,120577754,2
SAS-5581743944,2604300931,120577754,2
SAS-5581743944,2604300353,120577753,2
SAS-5581743944,2604300352,120577753,2
SAS-5581743944,2604300340,120577756,2
