SAS_No,Parti No,Malzeme Kodu,Teslimat Miktarı
SAS-5581743944,2604131849,120238611,107
SAS-5581743944,2604131883,120546587,108
SAS-5581743944,2604131882,120546587,108
SAS-5581743944,2604131850,120238611,107
SAS-5581743944,2604140676,120565031,108
SAS-5581743944,2604140643,120206528,108
SAS-5581743944,2604140641,120244980,107
SAS-5581743944,2604140642,120206528,108
SAS-5581743944,2604140646,120206528,108
SAS-5581743944,2604140647,120206528,108
SAS-5581743944,2604140645,120206528,108
SAS-5581743944,2604140644,120206528,108
SAS-5581743944,2604140649,120206528,108
SAS-5581743944,2604140690,120562134,108
SAS-5581743944,2604140686,120565031,108
SAS-5581743944,2604140688,120565031,108
SAS-5581743944,2604140677,120565031,108
SAS-5581743944,2604140648,120206528,108
SAS-5581743944,2604140672,120565031,108
SAS-5581743944,2604140674,120565031,108
SAS-5581743944,2604140640,120244980,107
SAS-5581743944,2604140687,120565031,108
SAS-5581743944,2604131879,120546587,108
SAS-5581743944,2604131881,120546587,108
SAS-5581743944,2604131880,120546587,108
SAS-5581743944,2604140613,120244980,104
SAS-5581743944,2604140609,120568912,107
SAS-5581743944,2604131846,120238611,107
SAS-5581743944,2604131899,120546587,108
SAS-5581743944,2604131848,120238611,107
SAS-5581743944,2604131847,120238611,107
SAS-5581743944,2604131900,120546587,108
SAS-5581743944,2604131906,120546587,108
SAS-5581743944,2604140705,120579418,113
SAS-5581743944,2604140704,120579418,113
SAS-5581743944,2604140703,120579418,113
SAS-5581743944,2604140602,120562134,107
SAS-5581743944,2604140614,120244980,104
SAS-5581743944,2604140639,120244980,105
SAS-5581743944,2604132067,120577244,30
SAS-5581743944,2604140449,120577244,30
SAS-5581743944,2604140414,120577244,30
SAS-5581743944,2604140486,120577244,30
SAS-5581743944,2604140591,120577244,30
SAS-5581743944,2604140413,120577244,30
SAS-5581743944,2604140408,120577244,30
SAS-5581743944,2604140032,120577244,30
SAS-5581743944,2604140411,120577244,30
SAS-5581743944,2604140410,120577244,30
SAS-5581743944,2604140412,120577244,30
SAS-5581743944,2604140555,120577244,30
SAS-5581743944,2604140552,120577244,30
SAS-5581743944,2604141127,120562029,10
SAS-5581743944,2604141209,120562029,10
SAS-5581743944,2604141210,120543669,6
SAS-5581743944,2604141219,120562029,8
SAS-5581743944,2604141220,120562029,8
SAS-5581743944,2604140471,120577244,30
SAS-5581743944,2604140417,120577244,28
SAS-5581743944,2604132048,120577244,25
SAS-5581743944,2604140366,120577244,30
SAS-5581743944,2604140534,120560749,89
SAS-5581743944,2604140533,120560749,89
SAS-5581743944,2604140547,120560749,89
SAS-5581743944,2604140559,120560749,85
SAS-5581743944,2604140566,120560749,65
SAS-5581743944,2604140560,120560749,79
SAS-5581743944,2604140532,120560749,89
SAS-5581743944,2604140507,120562830,89
SAS-5581743944,2604140506,120562830,89
SAS-5581743944,2604140505,120562830,89
SAS-5581743944,2604140535,120560749,89
SAS-5581743944,2604131851,120238611,107
SAS-5581743944,2604131839,120238611,107
SAS-5581743944,2604140536,120560749,89
SAS-5581743944,2604102211,120201288,108
SAS-5581743944,2604102202,120201288,109
SAS-5581743944,2604102203,120201288,109
SAS-5581743944,2604130744,120560337,70
SAS-5581743944,2604130745,120560337,111
SAS-5581743944,2604130743,120201289,115
SAS-5581743944,2604130742,120201289,115
SAS-5581743944,2604150024,120550547,109
SAS-5581743944,2604140545,120577244,30
SAS-5581743944,2604140052,120577244,30
SAS-5581743944,2604140409,120577244,30
SAS-5581743944,2604140539,120577244,30
SAS-5581743944,2604140476,120577244,30
SAS-5581743944,2604140466,120577244,30
SAS-5581743944,2604141221,120543669,6
SAS-5581743944,2604140077,120577244,30
SAS-5581743944,2604140017,120577244,30
SAS-5581743944,2604140027,120577244,30
SAS-5581743944,2604140082,120577244,30
SAS-5581743944,2604140459,120577244,30
SAS-5581743944,2604140046,120577244,30
SAS-5581743944,2604140406,120577244,30
SAS-5581743944,2604140509,120577244,30
SAS-5581743944,2604140537,120577244,30
SAS-5581743944,2604140070,120577244,30
SAS-5581743944,2604140454,120577244,30
SAS-5581743944,2604140474,120577244,30
SAS-5581743944,2604140044,120577244,30
SAS-5581743944,2604152905,120201287,111
SAS-5581743944,2604152892,120201287,111
SAS-5581743944,2604152944,120201287,111
SAS-5581743944,2604152943,120201287,111
SAS-5581743944,2604152907,120201287,111
SAS-5581743944,2604152908,120201287,111
SAS-5581743944,2604152936,121020881,105
SAS-5581743944,2604152935,121020881,105
SAS-5581743944,2604152942,121020881,105
SAS-5581743944,2604152923,121020881,105
SAS-5581743944,2604152924,121020881,105
SAS-5581743944,2604152911,121020881,105
SAS-5581743944,2604152912,121020881,105
SAS-5581743944,2604152934,121020881,105
SAS-5581743944,2604152897,121020882,105
SAS-5581743944,2604152896,121020882,105
SAS-5581743944,2604152885,121020882,101
SAS-5581743944,2604152886,121020882,101
SAS-5581743944,2604152895,121020882,105
SAS-5581743944,2604152962,121020881,105
SAS-5581743944,2604160083,120568574,67
SAS-5581743944,2604160084,120568574,67
SAS-5581743944,2604152910,121020881,105
SAS-5581743944,2604152922,121020881,105
SAS-5581743944,2604152996,120201288,112
SAS-5581743944,2604153002,120201288,112
SAS-5581743944,2604152999,120201288,112
SAS-5581743944,2604152998,120201288,112
SAS-5581743944,2604152989,120201288,112
SAS-5581743944,2604152997,120201288,112
SAS-5581743944,2604152988,120201288,112
SAS-5581743944,2604152987,120201288,112
SAS-5581743944,2604153041,120201287,113
SAS-5581743944,2604153040,120201287,113
SAS-5581743944,2604153039,120201287,113
SAS-5581743944,2604153012,120201287,113
SAS-5581743944,2604153011,120201287,113
SAS-5581743944,2604152904,120201287,111
SAS-5581743944,2604152906,120201287,111
SAS-5581743944,2604152890,120201287,111
SAS-5581743944,2604152891,120201287,111
SAS-5581743944,2604152888,120201287,111
SAS-5581743944,2604152889,120201287,111
SAS-5581743944,2604152808,120201287,111
SAS-5581743944,2604153009,120201287,113
SAS-5581743944,2604152995,120201288,112
SAS-5581743944,2604153010,120201287,113
SAS-5581743944,2604152809,120201287,111
SAS-5581743944,2604152807,120201287,111
SAS-5581743944,2604152806,120201287,111
SAS-5581743944,2604170531,120509566,35
SAS-5581743944,2604170578,120509566,35
SAS-5581743944,2604170480,120509566,35
SAS-5581743944,2604170440,120509566,35
SAS-5581743944,2604170484,120509566,35
SAS-5581743944,2604170517,120509566,35
SAS-5581743944,2604170473,120509566,35
SAS-5581743944,2604170489,120509566,35
SAS-5581743944,2604170429,120509566,24
SAS-5581743944,2604170450,120509566,35
SAS-5581743944,2604170585,120509566,35
SAS-5581743944,2604170461,120509566,35
SAS-5581743944,2604171136,120562028,3
SAS-5581743944,2604171134,120562028,10
SAS-5581743944,2604171128,120562028,10
SAS-5581743944,2604171119,120562028,10
SAS-5581743944,2604171114,120562028,10
SAS-5581743944,2604171110,120562028,10
SAS-5581743944,2604171109,120562028,10
SAS-5581743944,2604171102,120562028,10
SAS-5581743944,2604171097,120562028,10
SAS-5581743944,2604171087,120562028,10
SAS-5581743944,2604170619,120509566,35
SAS-5581743944,2604170602,120509566,35
SAS-5581743944,2604170621,120509566,35
SAS-5581743944,2604170608,120509566,35
SAS-5581743944,2604170516,120509566,35
SAS-5581743944,2604170471,120509566,35
SAS-5581743944,2604170463,120509566,35
SAS-5581743944,2604170499,120509566,35
SAS-5581743944,2604170620,120509566,35
SAS-5581743944,2604170500,120509566,35
SAS-5581743944,2604170595,120509566,35
SAS-5581743944,2604170532,120509566,35
SAS-5581743944,2604170433,120509566,27
SAS-5581743944,2604170505,120509566,35
SAS-5581743944,2604170624,120509566,35
SAS-5581743944,2604170477,120509566,35
SAS-5581743944,2604170435,120509566,35
SAS-5581743944,2604170623,120509566,35
SAS-5581743944,2604170452,120509566,35
SAS-5581743944,2604170494,120509566,35
SAS-5581743944,2604170509,120509566,35
SAS-5581743944,2604170503,120509566,35
SAS-5581743944,2604201091,120507297,36
SAS-5581743944,2604201010,120507297,36
SAS-5581743944,2604201008,120507297,36
SAS-5581743944,2604201003,120507297,36
SAS-5581743944,2604200923,120507297,36
SAS-5581743944,2604200921,120507297,36
SAS-5581743944,2604200917,120507297,36
SAS-5581743944,2604201005,120507297,36
SAS-5581743944,2604200915,120507297,36
SAS-5581743944,2604200916,120507297,36
SAS-5581743944,2604201007,120507297,36
SAS-5581743944,2604201002,120507297,36
SAS-5581743944,2604200904,120507297,36
SAS-5581743944,2604200905,120507297,36
SAS-5581743944,2604201009,120507297,36
SAS-5581743944,2604201006,120507297,36
SAS-5581743944,2604200926,120507297,36
SAS-5581743944,2604200925,120507297,36
SAS-5581743944,2604201004,120507297,36
SAS-5581743944,2604200924,120507297,36
SAS-5581743944,2604201011,120507297,36
SAS-5581743944,2604201092,120507297,36
SAS-5581743944,2604201093,120507297,36
SAS-5581743944,2604201094,120507297,36
SAS-5581743944,2604201436,120507297,36
SAS-5581743944,2604180592,120562829,70
SAS-5581743944,2604181048,120562028,6
SAS-5581743944,2604181049,120562028,6
SAS-5581743944,2604171251,120543668,7
SAS-5581743944,2604171253,120543668,7
SAS-5581743944,2604171254,120543668,7
SAS-5581743944,2604171279,120543668,2
SAS-5581743944,2604171184,120543668,7
SAS-5581743944,2604171218,120543668,7
SAS-5581743944,2604171220,120543668,7
SAS-5581743944,2604171222,120543668,7
SAS-5581743944,2604210253,120507296,36
SAS-5581743944,2604210431,120507296,36
SAS-5581743944,2604210256,120507296,36
SAS-5581743944,2604210229,120507296,36
SAS-5581743944,2604210230,120507296,36
SAS-5581743944,2604210255,120507296,36
SAS-5581743944,2604201435,120507297,36
SAS-5581743944,2604210238,120507296,36
SAS-5581743944,2604210231,120507296,36
SAS-5581743944,2604201432,120507297,36
SAS-5581743944,2604210434,120507296,36
SAS-5581743944,2604210237,120507296,36
SAS-5581743944,2604201433,120507297,36
SAS-5581743944,2604210234,120507296,36
SAS-5581743944,2604210228,120507296,36
SAS-5581743944,2604201437,120507297,36
SAS-5581743944,2604201248,120507297,36
SAS-5581743944,2604210235,120507296,36
SAS-5581743944,2604201244,120507297,36
SAS-5581743944,2604201252,120507297,36
SAS-5581743944,2604170766,120562829,91
SAS-5581743944,2604170767,120562829,91
SAS-5581743944,2604170773,120562829,91
SAS-5581743944,2604170774,120562829,91
SAS-5581743944,2604170769,120562829,91
SAS-5581743944,2604170768,120562829,91
SAS-5581743944,2604170776,120562829,91
SAS-5581743944,2604170775,120562829,91
SAS-5581743944,2604170779,120563065,90
SAS-5581743944,2604170777,120562829,91
SAS-5581743944,2604170780,120563065,90
SAS-5581743944,2604171268,120562829,91
SAS-5581743944,2604171269,120562829,91
SAS-5581743944,2604171081,120562028,10
SAS-5581743944,2604171078,120562028,10
SAS-5581743944,2604171073,120562028,10
SAS-5581743944,2604171053,120562028,10
SAS-5581743944,2604171044,120562028,10
SAS-5581743944,2604201431,120507297,36
SAS-5581743944,2604210440,120507296,36
SAS-5581743944,2604210258,120507296,36
SAS-5581743944,2604210248,120507296,36
SAS-5581743944,2604210800,120507296,36
SAS-5581743944,2604210425,120507296,36
SAS-5581743944,2604210441,120507296,36
SAS-5581743944,2604210436,120507296,36
SAS-5581743944,2604210801,120507296,36
SAS-5581743944,2604210803,120507296,36
SAS-5581743944,2604210676,120507296,36
SAS-5581743944,2604210438,120507296,36
SAS-5581743944,2604210808,120507296,36
SAS-5581743944,2604210804,120507296,36
SAS-5581743944,2604210446,120507296,36
SAS-5581743944,2604210675,120507296,36
SAS-5581743944,2604210809,120507296,36
SAS-5581743944,2604210806,120507296,36
SAS-5581743944,2604210678,120507296,36
SAS-5581743944,2604210444,120507296,36
SAS-5581743944,2604210807,120507296,36
SAS-5581743944,2604210677,120507296,36
SAS-5581743944,2604210674,120507296,36
SAS-5581743944,2604210802,120507296,36
SAS-5581743944,2604210798,120507296,36
SAS-5581743944,2604210673,120507296,36
SAS-5581743944,2604210424,120507296,36
SAS-5581743944,2604210233,120507296,36
SAS-5581743944,2604210257,120507296,36
SAS-5581743944,2604210242,120507296,36
SAS-5581743944,2604210430,120507296,36
SAS-5581743944,2604210251,120507296,36
SAS-5581743944,2604210243,120507296,36
SAS-5581743944,2604210437,120507296,36
SAS-5581743944,2604210252,120507296,36
SAS-5581743944,2604210240,120507296,36
SAS-5581743944,2604210429,120507296,36
SAS-5581743944,2604210250,120507296,36
SAS-5581743944,2604210241,120507296,36
SAS-5581743944,2604210246,120507296,36
SAS-5581743944,2604210433,120507296,36
SAS-5581743944,2604210443,120507296,36
SAS-5581743944,2604210435,120507296,36
SAS-5581743944,2604210249,120507296,36
SAS-5581743944,2604210244,120507296,36
SAS-5581743944,2604210442,120507296,36
SAS-5581743944,2604210439,120507296,36
SAS-5581743944,2604210426,120507296,36
SAS-5581743944,2604210245,120507296,36
SAS-5581743944,2604210247,120507296,36
SAS-5581743944,2604210428,120507296,36
SAS-5581743944,2604220231,120579486,2
SAS-5581743944,2604220237,120579485,2
SAS-5581743944,2604220263,120579484,2
SAS-5581743944,2604220261,120579484,2
SAS-5581743944,2604220257,120579484,2
SAS-5581743944,2604220239,120579485,2
SAS-5581743944,2604220242,120579485,2
SAS-5581743944,2604220243,120579485,2
SAS-5581743944,2604220156,120579484,2
SAS-5581743944,2604220157,120579484,2
SAS-5581743944,2604220167,120579484,2
SAS-5581743944,2604220258,120579484,2
SAS-5581743944,2604220241,120579484,2
SAS-5581743944,2604220229,120579484,2
SAS-5581743944,2604220315,120579485,2
SAS-5581743944,2604220307,120579485,2
SAS-5581743944,2604220300,120579485,2
SAS-5581743944,2604220299,120579485,2
SAS-5581743944,2604212830,120579483,1
SAS-5581743944,2604212821,120579483,2
SAS-5581743944,2604212820,120579483,2
SAS-5581743944,2604220288,120579484,1
SAS-5581743944,2604220176,120579484,2
SAS-5581743944,2604220050,120579484,2
SAS-5581743944,2604220054,120579484,2
SAS-5581743944,2604220055,120579484,2
SAS-5581743944,2604220074,120579482,2
SAS-5581743944,2604220064,120579482,2
SAS-5581743944,2604220065,120579482,2
SAS-5581743944,2604220067,120579482,2
SAS-5581743944,2604220070,120579482,2
SAS-5581743944,2604220071,120579482,2
SAS-5581743944,2604220075,120579482,1
SAS-5581743944,2604220254,120579485,2
SAS-5581743944,2604220256,120579485,2
SAS-5581743944,2604220259,120579485,2
SAS-5581743944,2604220265,120579484,2
SAS-5581743944,2604220266,120579484,2
SAS-5581743944,2604220063,120579482,2
SAS-5581743944,2604220087,120579485,2
SAS-5581743944,2604220086,120579485,2
SAS-5581743944,2604220082,120579485,2
SAS-5581743944,2604220081,120579485,2
SAS-5581743944,2604220088,120579485,2
SAS-5581743944,2604220212,120579484,2
SAS-5581743944,2604212804,120579483,2
SAS-5581743944,2604212863,120579483,1
SAS-5581743944,2604212856,120579483,2
SAS-5581743944,2604212855,120579483,2
SAS-5581743944,2604212847,120579483,2
SAS-5581743944,2604212846,120579483,2
SAS-5581743944,2604212845,120579483,2
SAS-5581743944,2604213071,120579482,2
SAS-5581743944,2604213068,120579483,1
SAS-5581743944,2604213067,120579483,2
SAS-5581743944,2604213066,120579483,2
SAS-5581743944,2604213059,120579483,2
SAS-5581743944,2604213058,120579483,2
SAS-5581743944,2604213057,120579483,2
SAS-5581743944,2604213056,120579483,2
SAS-5581743944,2604213034,120579483,2
SAS-5581743944,2604213025,120579483,2
SAS-5581743944,2604213031,120579483,2
SAS-5581743944,2604213055,120579482,2
SAS-5581743944,2604213054,120579482,2
SAS-5581743944,2604213041,120579482,2
SAS-5581743944,2604213036,120579482,2
SAS-5581743944,2604212806,120579483,2
SAS-5581743944,2604220276,120579484,2
SAS-5581743944,2604220274,120579484,2
SAS-5581743944,2604220272,120579484,2
SAS-5581743944,2604220271,120579484,2
SAS-5581743944,2604220178,120579484,2
SAS-5581743944,2604220169,120579484,2
SAS-5581743944,2604220166,120579484,2
SAS-5581743944,2604220163,120579484,2
SAS-5581743944,2604220162,120579484,2
SAS-5581743944,2604220210,120579484,2
SAS-5581743944,2604220204,120579484,2
SAS-5581743944,2604220183,120579484,2
SAS-5581743944,2604220182,120579484,2
SAS-5581743944,2604220180,120579484,2
SAS-5581743944,2604220230,120579486,2
SAS-5581743944,2604220226,120579486,1
SAS-5581743944,2604220218,120579486,2
SAS-5581743944,2604220215,120579484,2
SAS-5581743944,2604220213,120579484,2
SAS-5581743944,2604212813,120579483,2
SAS-5581743944,2604212810,120579483,2
SAS-5581743944,2604212809,120579483,2
SAS-5581743944,2604220084,120579484,2
SAS-5581743944,2604210239,120507296,36
SAS-5581743944,2604201251,120507297,36
SAS-5581743944,2604201243,120507297,36
SAS-5581743944,2604201442,120507297,36
SAS-5581743944,2604201245,120507297,36
SAS-5581743944,2604201247,120507297,36
SAS-5581743944,2604201441,120507297,36
SAS-5581743944,2604201246,120507297,36
SAS-5581743944,2604201430,120507297,36
SAS-5581743944,2604201439,120507297,36
SAS-5581743944,2604201443,120507297,36
SAS-5581743944,2604201250,120507297,36
SAS-5581743944,2604200909,120507297,36
SAS-5581743944,2604200912,120507297,36
SAS-5581743944,2604201257,120507297,36
SAS-5581743944,2604200922,120507297,36
SAS-5581743944,2604201254,120507297,36
SAS-5581743944,2604201255,120507297,36
SAS-5581743944,2604201253,120507297,36
SAS-5581743944,2604201249,120507297,36
SAS-5581743944,2604200919,120507297,36
SAS-5581743944,2604220068,120579484,2
SAS-5581743944,2604220089,120579481,2
SAS-5581743944,2604220106,120579481,2
SAS-5581743944,2604220110,120579481,2
SAS-5581743944,2604220119,120579481,2
SAS-5581743944,2604220092,120579481,2
SAS-5581743944,2604220102,120579481,2
SAS-5581743944,2604220116,120579481,2
SAS-5581743944,2604220122,120579481,2
SAS-5581743944,2604220124,120579481,1
SAS-5581743944,2604220125,120579485,2
SAS-5581743944,2604220126,120579485,2
SAS-5581743944,2604220128,120579485,2
SAS-5581743944,2604220130,120579485,2
SAS-5581743944,2604220131,120579485,2
SAS-5581743944,2604220080,120579485,2
SAS-5581743944,2604220099,120579485,2
SAS-5581743944,2604220101,120579485,2
SAS-5581743944,2604220104,120579485,2
SAS-5581743944,2604220118,120579485,2
SAS-5581743944,2604220057,120579484,2
SAS-5581743944,2604220060,120579484,2
SAS-5581743944,2604220066,120579484,2
SAS-5581743944,2604213076,120579482,2
SAS-5581743944,2604213078,120579482,2
SAS-5581743944,2604213077,120579482,2
SAS-5581743944,2604220024,120579484,2
SAS-5581743944,2604220025,120579484,2
SAS-5581743944,2604220026,120579484,2
SAS-5581743944,2604220027,120579484,2
SAS-5581743944,2604220028,120579484,2
SAS-5581743944,2604220023,120579484,2
SAS-5581743944,2604220059,120579484,1
SAS-5581743944,2604220040,120579484,2
SAS-5581743944,2604220042,120579484,2
SAS-5581743944,2604220043,120579484,2
SAS-5581743944,2604220045,120579484,2
SAS-5581743944,2604220058,120579484,2
SAS-5581743944,2604220015,120579482,2
SAS-5581743944,2604220016,120579482,2
SAS-5581743944,2604220017,120579482,2
SAS-5581743944,2604220018,120579482,2
SAS-5581743944,2604220019,120579482,1
SAS-5581743944,2604220038,120579484,2
SAS-5581743944,2604220048,120579484,2
SAS-5581743944,2604213075,120579482,2
SAS-5581743944,2604200906,120507297,36
SAS-5581743944,2604200914,120507297,36
SAS-5581743944,2604200920,120507297,36
SAS-5581743944,2604212840,120579481,2
SAS-5581743944,2604212836,120579481,2
SAS-5581743944,2604212838,120579481,2
SAS-5581743944,2604212841,120579481,2
SAS-5581743944,2604212842,120579481,2
SAS-5581743944,2604212979,120579483,2
SAS-5581743944,2604212981,120579483,2
SAS-5581743944,2604212971,120579483,2
SAS-5581743944,2604212982,120579483,2
SAS-5581743944,2604212972,120579483,2
SAS-5581743944,2604212973,120579483,2
SAS-5581743944,2604212910,120579482,2
SAS-5581743944,2604212912,120579482,2
SAS-5581743944,2604212936,120579482,2
SAS-5581743944,2604212938,120579482,2
SAS-5581743944,2604212942,120579482,2
SAS-5581743944,2604213079,120579482,1
SAS-5581743944,2604213072,120579482,2
SAS-5581743944,2604213073,120579482,2
SAS-5581743944,2604212988,120579481,2
SAS-5581743944,2604212994,120579481,2
SAS-5581743944,2604212996,120579481,2
SAS-5581743944,2604212992,120579481,2
SAS-5581743944,2604212983,120579483,2
SAS-5581743944,2604212977,120579483,2
SAS-5581743944,2604213010,120579483,2
SAS-5581743944,2604213009,120579483,2
SAS-5581743944,2604213008,120579483,2
SAS-5581743944,2604212997,120579481,2
SAS-5581743944,2604212998,120579481,2
SAS-5581743944,2604213006,120579482,2
SAS-5581743944,2604213012,120579482,2
SAS-5581743944,2604213024,120579482,2
SAS-5581743944,2604212783,120579483,2
SAS-5581743944,2604212905,120579482,2
SAS-5581743944,2604212903,120579482,2
SAS-5581743944,2604212902,120579482,2
SAS-5581743944,2604212860,120579483,2
SAS-5581743944,2604212858,120579483,2
SAS-5581743944,2604212965,120579482,1
SAS-5581743944,2604212975,120579481,2
SAS-5581743944,2604212974,120579481,2
SAS-5581743944,2604212960,120579482,2
SAS-5581743944,2604212948,120579482,2
SAS-5581743944,2604212943,120579482,2
SAS-5581743944,2604212793,120579483,2
SAS-5581743944,2604212792,120579483,2
SAS-5581743944,2604212788,120579483,2
SAS-5581743944,2604212786,120579483,2
SAS-5581743944,2604091408,120201418,108
SAS-5581743944,2604200907,120507297,36
SAS-5581743944,2604200908,120507297,36
SAS-5581743944,2604210232,120507296,36
SAS-5581743944,2604210254,120507296,36
SAS-5581743944,2604200918,120507297,36
SAS-5581743944,2604201242,120507297,36
SAS-5581743944,2604201440,120507297,36
SAS-5581743944,2604091376,120554968,108
SAS-5581743944,2604152945,120201287,111
SAS-5581743944,2604152985,120201288,111
SAS-5581743944,2604152986,120201288,111
SAS-5581743944,2604091579,120574139,115
SAS-5581743944,2604091572,120201288,113
SAS-5581743944,2604091575,120201288,113
SAS-5581743944,2604270385,120568577,105
SAS-5581743944,2604270561,120245292,111
SAS-5581743944,2604270556,120560741,111
SAS-5581743944,2604270551,120245295,111
SAS-5581743944,2604270418,120560738,108
SAS-5581743944,2604270410,120550515,108
SAS-5581743944,2604270409,120568575,108
SAS-5581743944,2604270509,120245292,112
SAS-5581743944,2604270475,120210362,113
SAS-5581743944,2604270476,120210362,113
SAS-5581743944,2604270473,120210362,113
SAS-5581743944,2604270474,120210362,113
SAS-5581743944,2604270479,120210362,113
SAS-5581743944,2604270458,120551942,114
SAS-5581743944,2604270480,120210362,113
SAS-5581743944,2604270455,120551942,114
SAS-5581743944,2604270386,120568577,105
SAS-5581743944,2604270387,120568577,105
SAS-5581743944,2604270388,120568577,105
SAS-5581743944,2604270389,120568577,105
SAS-5581743944,2604270406,120578146,109
SAS-5581743944,2604270408,120568575,108
SAS-5581743944,2604270405,120552682,108
SAS-5581743944,2604270401,120560460,108
SAS-5581743944,2604270404,120552682,108
SAS-5581743944,2604270407,120578146,109
SAS-5581743944,2604270417,120560738,108
SAS-5581743944,2604270525,120560740,108
SAS-5581743944,2604270523,120560740,108
SAS-5581743944,2604270524,120560740,108
SAS-5581743944,2604270397,120560460,107
SAS-5581743944,2604270395,120560460,107
SAS-5581743944,2604270393,120560460,107
SAS-5581743944,2603280405,120578238,2
SAS-5581743944,2603280406,120578238,1
SAS-5581743944,2603280407,120578238,2
SAS-5581743944,2604251711,120006667,140
SAS-5581743944,2604251715,120006667,140
SAS-5581743944,2604251709,120006667,140
SAS-5581743944,2604251718,120006667,140
SAS-5581743944,2604251706,120006667,140
SAS-5581743944,2604251713,120006667,140
SAS-5581743944,2604251705,120006667,140
SAS-5581743944,2604251719,120006667,140
SAS-5581743944,2604251704,120006667,140
SAS-5581743944,2604251721,120006667,140
SAS-5581743944,2604251701,120006667,140
SAS-5581743944,2604251722,120006667,140
SAS-5581743944,2604251700,120006667,140
SAS-5581743944,2604251723,120006667,140
SAS-5581743944,2604270477,120210362,113
SAS-5581743944,2604270478,120210362,113
SAS-5581743944,2604270290,120577696,108
SAS-5581743944,2604270268,120575364,107
SAS-5581743944,2604270291,120577696,108
SAS-5581743944,2604270457,120551942,114
SAS-5581743944,2604270463,120551942,114
SAS-5581743944,2604270456,120551942,114
SAS-5581743944,2604251726,120006667,140
SAS-5581743944,2604251695,120006667,140
SAS-5581743944,2604251725,120006667,140
SAS-5581743944,2604251696,120006667,140
SAS-5581743944,2604251728,120006667,140
SAS-5581743944,2604251724,120006667,140
SAS-5581743944,2604251697,120006667,140
SAS-5581743944,2604251720,120006667,140
SAS-5581743944,2604270833,121020882,104
SAS-5581743944,2604270832,121020882,104
SAS-5581743944,2604270831,121020882,104
SAS-5581743944,2604270402,120560460,108
SAS-5581743944,2604280591,120579483,2
SAS-5581743944,2604270396,120560460,107
SAS-5581743944,2604270394,120560460,107
SAS-5581743944,2604280559,120579483,2
SAS-5581743944,2604280566,120579483,2
SAS-5581743944,2604280582,120579483,2
SAS-5581743944,2604280597,120579483,2
SAS-5581743944,2604280581,120579483,2
SAS-5581743944,2604280560,120579483,2
SAS-5581743944,2604280561,120579483,2
SAS-5581743944,2604280562,120579483,2
SAS-5581743944,2604280497,120579483,2
SAS-5581743944,2604280498,120579483,2
SAS-5581743944,2604270842,121020881,106
SAS-5581743944,2604270840,121020881,106
SAS-5581743944,2604270841,121020881,106
SAS-5581743944,2604270843,121020881,106
SAS-5581743944,2604270830,121020882,104
SAS-5581743944,2604270844,121020881,106
SAS-5581743944,2604270862,121020881,106
SAS-5581743944,2604270863,121020881,106
SAS-5581743944,2604270864,121020881,106
SAS-5581743944,2604270865,121020881,106
SAS-5581743944,2604270892,121020881,108
SAS-5581743944,2604270881,121020881,108
SAS-5581743944,2604270861,121020881,106
SAS-5581743944,2604270878,121020881,108
SAS-5581743944,2604270879,121020881,108
SAS-5581743944,2604280598,120579483,2
SAS-5581743944,2604270925,120579486,1
SAS-5581743944,2604280065,120579484,2
SAS-5581743944,2604280068,120579484,2
SAS-5581743944,2604280153,120579484,2
SAS-5581743944,2604280152,120579484,2
SAS-5581743944,2604280151,120579484,2
SAS-5581743944,2604280175,120579484,2
SAS-5581743944,2604280176,120579484,1
SAS-5581743944,2604280555,120579483,2
SAS-5581743944,2604280554,120579483,2
SAS-5581743944,2604280553,120579483,2
SAS-5581743944,2604280552,120579483,2
SAS-5581743944,2604280556,120579483,2
SAS-5581743944,2604280313,120579481,2
SAS-5581743944,2604280169,120579481,2
SAS-5581743944,2604280170,120579481,2
SAS-5581743944,2604280174,120579481,2
SAS-5581743944,2604280188,120579481,2
SAS-5581743944,2604280310,120579481,2
SAS-5581743944,2604280172,120579481,2
SAS-5581743944,2604280177,120579481,2
SAS-5581743944,2604280189,120579481,1
SAS-5581743944,2604280499,120579483,2
SAS-5581743944,2604280500,120579483,2
SAS-5581743944,2604280502,120579483,2
SAS-5581743944,2604280503,120579483,2
SAS-5581743944,2604280504,120579483,2
SAS-5581743944,2604280567,120579483,2
SAS-5581743944,2604280570,120579483,2
SAS-5581743944,2604280571,120579483,2
SAS-5581743944,2604280572,120579483,2
SAS-5581743944,2604280573,120579483,2
SAS-5581743944,2604280580,120579483,2
SAS-5581743944,2604280586,120579483,2
SAS-5581743944,2604280590,120579483,2
SAS-5581743944,2604272410,121019364,113
SAS-5581743944,2604272420,121019364,113
SAS-5581743944,2604272411,121019364,113
SAS-5581743944,2604272407,121019364,113
SAS-5581743944,2604272409,121019364,113
SAS-5581743944,2604272408,121019364,113
SAS-5581743944,2604272469,121019364,113
SAS-5581743944,2604272468,121019364,113
SAS-5581743944,2604281385,120579483,2
SAS-5581743944,2604281471,120579482,2
SAS-5581743944,2604281477,120579482,2
SAS-5581743944,2604281486,120579482,2
SAS-5581743944,2604281488,120579482,2
SAS-5581743944,2604281496,120579482,2
SAS-5581743944,2604270838,120579484,2
SAS-5581743944,2604270837,120579484,2
SAS-5581743944,2604270834,120579484,2
